cve-id,published_date,updated_date,os_name_versions,os_version_specified,Other_Environment_Restrictions,matadonnées_conformitie,patch_availability,lien_vers_le_patch,patch_date,mitigation_measures,Metigation_availability
CVE-2024-46088,2024-10-11T17:15:08.357000+01:00,2024-10-11T22:36:35.423000+01:00,N/A,No,Yes,1,No,N/A,N/A,"{'recommendations': ['Implement strict input validation to prevent arbitrary file uploads.', 'Utilize a Web Application Firewall (WAF) to filter and monitor HTTP requests.', 'Regularly audit and monitor your systems for suspicious activity.', 'Isolate the affected system from the network until a patch is available.', 'Educate users about the risks of uploading untrusted files.'], 'technical_adjustments': ['Configure server settings to restrict file types that can be uploaded.', 'Set appropriate permissions on directories where files are uploaded to limit execution.'], 'enhanced_monitoring': ['Implement logging of file upload activities and review logs regularly.', 'Set up alerts for unusual file upload patterns or sizes.'], 'long_term_risk_management': ['Develop a security policy that includes regular vulnerability assessments.', 'Establish a patch management process to ensure timely updates.'], 'attack_vectors': ['Attackers may exploit the file upload feature to execute malicious scripts.', 'Potential consequences include unauthorized access to sensitive data and system compromise.'], 'alternative_solutions': ['Consider using a secure file upload service that includes built-in security features.', 'Implement a sandbox environment for testing uploaded files before processing.'], 'security_best_practices': ['Regularly update all software components to their latest versions.', 'Conduct security training for developers and users on safe file handling practices.']}",Yes
CVE-2024-44730,2024-10-11T17:15:08.250000+01:00,2024-10-11T17:15:08.250000+01:00,N/A,No,Yes,1,Yes,https://github.com/miroslavpejic85/mirotalk,2023-04-25,N/A,No
CVE-2024-44729,2024-10-11T17:15:08.150000+01:00,2024-10-11T17:15:08.150000+01:00,N/A,No,Yes,1,Yes,https://github.com/miroslavpejic85/mirotalk,2023-04-22,N/A,No
CVE-2024-42640,2024-10-11T17:15:08.040000+01:00,2024-10-11T17:15:08.040000+01:00,N/A,No,Yes,1,Yes,https://github.com/adonespitogo/angular-base64-upload,2024-10-11,N/A,No
CVE-2024-39563,2024-10-11T17:15:07.740000+01:00,2024-10-11T17:15:07.740000+01:00,Juniper Junos 24.1R1,Yes,Yes,1,No,N/A,N/A,"{'recommendations': ['Implement strict input validation to sanitize user inputs.', 'Utilize a Web Application Firewall (WAF) to filter and monitor HTTP requests.', 'Isolate the Junos Space Appliance from untrusted networks to limit exposure.', 'Regularly audit and monitor logs for any suspicious activity or unauthorized access attempts.', 'Consider implementing network segmentation to reduce the attack surface.'], 'technical_adjustments': ['Disable any unnecessary services on the Junos Space Appliance.', 'Ensure that only trusted IP addresses can access the management interface.'], 'immediate_containment': ['Temporarily disable external access to the Junos Space Appliance until further assessment.'], 'long_term_risk_management': ['Establish a regular patch management process to ensure timely updates.', 'Review and update security policies to include measures against command injection vulnerabilities.'], 'attack_vectors': ['An unauthenticated attacker can exploit the vulnerability via crafted GET requests.', 'Potential consequences include unauthorized command execution and complete control over the device.'], 'alternative_solutions': ['If possible, migrate to a different version of Junos Space that is not affected by this vulnerability.'], 'security_best_practices': ['Conduct regular security training for staff to recognize and respond to potential threats.', 'Implement multi-factor authentication for accessing sensitive systems.']}",Yes
CVE-2024-39547,2024-10-11T17:15:07.483000+01:00,2024-10-11T17:15:07.483000+01:00,"Junos OS All versions before 21.2R3-S8, Junos OS Evolved 21.4 before 21.4R3-S7",Yes,Yes,1,No,N/A,N/A,"{'recommendations': ['Implement strict access controls to limit exposure to the rpd-server.', 'Monitor network traffic for unusual patterns, especially crafted TCP traffic.', 'Consider disabling RIB sharding if not necessary, as it increases the impact of the vulnerability.', 'Regularly update and patch systems to the latest versions to mitigate risks.', 'Conduct a thorough review of firewall rules to block unauthorized access to the control plane.'], 'technical_adjustments': ['Configure firewalls to restrict access to the routing engine from untrusted networks.', 'Increase logging and monitoring on the rpd-server to detect potential exploitation attempts.'], 'containment_steps': ['Isolate affected systems from the network until a patch is available.', 'Implement rate limiting on TCP connections to the control plane.'], 'long_term_risk_management': ['Establish a regular patch management process to ensure timely updates.', 'Review and update security policies to address vulnerabilities like CVE-2024-39547.'], 'attack_vectors': ['Unauthenticated network-based attacks exploiting crafted TCP traffic.', 'Unexpected termination of TCP sessions leading to increased CPU utilization.'], 'security_best_practices': ['Conduct regular vulnerability assessments and penetration testing.', 'Educate staff on recognizing and responding to potential security incidents.']}",Yes
CVE-2024-39544,2024-10-11T17:15:07.240000+01:00,2024-10-11T17:15:07.240000+01:00,Junos OS Evolved All versions before 20.4R3-S9-EVO,Yes,Yes,1,No,N/A,N/A,"{'technical_adjustments': ['Review and adjust the permissions of NETCONF traceoptions files to restrict access to low-privileged users.', 'Implement stricter access controls on the command line interface (CLI) to limit exposure.'], 'immediate_containment': ['Audit user permissions and roles to ensure that only authorized personnel have access to sensitive information.', 'Disable NETCONF traceoptions if not required for operations.'], 'enhanced_monitoring': ['Set up logging and monitoring for access to NETCONF traceoptions files to detect unauthorized access attempts.', 'Implement alerts for any changes in file permissions or access patterns.'], 'long_term_risk_management': ['Regularly review and update security policies regarding user permissions and access controls.', 'Conduct periodic security assessments to identify and remediate vulnerabilities.'], 'attack_vectors': ['Low-privileged users exploiting incorrect file permissions to access sensitive information.', 'Potential data leakage leading to unauthorized disclosure of system configurations.'], 'alternative_solutions': ['Consider using alternative logging mechanisms that do not expose sensitive information.', 'Implement network segmentation to limit access to critical systems.'], 'security_best_practices': ['Regularly update and patch systems to mitigate known vulnerabilities.', 'Educate users on security awareness and the importance of safeguarding sensitive information.']}",Yes
CVE-2024-39534,2024-10-11T17:15:06.970000+01:00,2024-10-11T17:15:06.970000+01:00,Junos OS Evolved All versions before 21.4R3-S8-EVO,Yes,Yes,1,No,N/A,N/A,"{'technical_adjustments': ['Restrict access to the local address verification API to trusted networks only.', 'Implement strict firewall rules to block unauthorized traffic to the device.'], 'immediate_containment': ['Isolate affected devices from the network until a patch is available.', 'Monitor network traffic for unusual patterns that may indicate exploitation attempts.'], 'enhanced_monitoring': ['Set up alerts for any unauthorized access attempts to the local address verification API.', 'Regularly review logs for suspicious activity related to network sessions.'], 'long_term_risk_management': ['Conduct a thorough risk assessment of network configurations and access controls.', 'Update security policies to include regular reviews of device configurations and access permissions.'], 'attack_vectors': ['An attacker could exploit this vulnerability by sending crafted packets to the device using the network and broadcast address.', 'Potential consequences include unauthorized access to device sessions and bypassing firewall controls.'], 'alternative_solutions': ['Consider using VPNs to secure access to the network and limit exposure to potential attackers.', 'Implement network segmentation to minimize the impact of any potential exploitation.'], 'security_best_practices': ['Regularly update and patch all network devices to mitigate known vulnerabilities.', 'Conduct security training for staff to recognize and respond to potential threats.']}",Yes
CVE-2024-39527,2024-10-11T17:15:06.707000+01:00,2024-10-11T17:15:06.707000+01:00,Junos OS All versions before 21.4R3-S8,Yes,Yes,1,No,N/A,N/A,"{'technical_adjustments': ['Restrict access to the Junos CLI for low-privileged users.', 'Implement role-based access control to limit file access.'], 'immediate_containment': ['Monitor user activity on the Junos CLI for any unauthorized access attempts.', 'Isolate affected devices from the network until a patch is available.'], 'enhanced_monitoring': ['Set up alerts for access to sensitive files by low-privileged users.', 'Regularly review logs for unusual CLI command executions.'], 'long_term_risk_management': ['Establish a security policy that includes regular audits of user permissions.', 'Implement a process for timely updates and patch management.'], 'attack_vectors': ['Low-privileged users exploiting CLI commands to access sensitive files.', 'Potential data leakage leading to further system compromise.'], 'alternative_solutions': ['Consider using a more restrictive user role configuration until a patch is released.', 'Evaluate the use of additional security tools to monitor and control CLI access.'], 'security_best_practices': ['Regularly update Junos OS to the latest stable version.', 'Conduct security training for users on the risks of unauthorized access.']}",Yes
CVE-2024-39526,2024-10-11T17:15:06.440000+01:00,2024-10-11T17:15:06.440000+01:00,"Junos OS All versions before 21.2R3-S7, from 21.4 before 21.4R3-S6, from 22.2 before 22.2R3-S3, all versions of 22.3, from 22.4 before 22.4R3, from 23.2 before 23.2R2, Junos OS Evolved from 19.3R1-EVO before 21.2R3-S8-EVO, from 21.4-EVO before 21.4R3-S7-EVO, from 22.1-EVO before 22.1R3-S6-EVO, from 22.2-EVO before 22.2R3-S5-EVO, from 22.3-EVO before 22.3R3-S3-EVO, from 22.4-EVO before 22.4R3-S1-EVO, from 23.2-EVO before 23.2R2-S2-EVO, from 23.4-EVO before 23.4R2-EVO",Yes,Yes,1,No,N/A,N/A,"{'recommendations': ['Disable DHCP snooping if not required to prevent exploitation.', 'Implement strict access controls on network devices to limit exposure to malformed DHCP packets.', 'Monitor network traffic for unusual patterns or spikes in DHCP requests.', 'Regularly update and patch Junos OS to the latest stable versions to mitigate vulnerabilities.', 'Conduct regular security audits and vulnerability assessments on network devices.'], 'technical_adjustments': ['Review and adjust DHCP configurations to ensure they are secure.', 'Isolate affected devices from the network if they exhibit signs of exploitation.'], 'enhanced_monitoring': ['Set up alerts for log messages indicating potential DoS conditions.', 'Utilize intrusion detection systems to monitor for malformed packets.'], 'long_term_risk_management': ['Establish a routine for applying security patches and updates.', 'Develop a comprehensive incident response plan for handling DoS attacks.'], 'attack_vectors': ['Malformed DHCP packets targeting devices with DHCP snooping enabled.', 'Potential for sustained DoS conditions if not mitigated.'], 'additional_security_best_practices': ['Implement network segmentation to limit the impact of potential attacks.', 'Educate staff on recognizing and responding to network anomalies.']}",Yes
CVE-2024-33582,2024-10-11T17:15:06.147000+01:00,2024-10-11T17:15:06.147000+01:00,Windows All versions,No,Yes,1,No,N/A,N/A,"{'recommendations': ['Restrict access to the Lenovo Service Framework to trusted users only.', 'Implement application whitelisting to prevent unauthorized DLLs from being loaded.', 'Regularly update and patch all software components to minimize vulnerabilities.', 'Conduct security awareness training for users to recognize potential exploitation attempts.', 'Monitor system logs for unusual activity related to the Lenovo Service Framework.'], 'technical_adjustments': ['Configure user permissions to limit local user access to sensitive system directories.', 'Disable unnecessary services that may expose the system to attacks.'], 'immediate_containment': ['Isolate affected systems from the network until a patch is available.', 'Perform a thorough investigation of any suspicious activity related to the vulnerability.'], 'long_term_risk_management': ['Establish a regular patch management process to ensure timely updates.', 'Review and update security policies to address DLL hijacking risks.'], 'attack_vectors': ['Local attackers exploiting the DLL hijack to execute arbitrary code with elevated privileges.'], 'alternative_solutions': ['Consider using alternative software solutions that do not rely on the vulnerable framework until a patch is released.'], 'security_best_practices': ['Implement network segmentation to limit the impact of potential exploits.', 'Utilize intrusion detection systems to monitor for suspicious behavior.']}",Yes
CVE-2024-33581,2024-10-11T17:15:05.943000+01:00,2024-10-11T17:15:05.943000+01:00,Windows 10,Yes,Yes,1,No,N/A,N/A,"{'recommendations': ['Restrict user permissions to limit access to the Lenovo PC Manager AI.', 'Implement application whitelisting to prevent unauthorized DLLs from being loaded.', 'Regularly update and patch all software to minimize vulnerabilities.', 'Monitor system logs for unusual activity related to the execution of DLLs.', 'Educate users about the risks of executing untrusted applications.'], 'technical_adjustments': ['Configure security settings to prevent DLL hijacking.', 'Use Group Policy to enforce application control policies.'], 'immediate_containment': ['Isolate affected systems from the network until a patch is available.'], 'long_term_risk_management': ['Establish a regular patch management process to ensure timely updates.', 'Conduct vulnerability assessments to identify and remediate weaknesses.'], 'attack_vectors': ['Local attackers exploiting the DLL hijack to execute arbitrary code.', 'Potential elevation of privileges leading to further system compromise.'], 'security_best_practices': ['Implement least privilege access controls.', 'Regularly back up critical data to recover from potential attacks.']}",Yes
CVE-2024-33580,2024-10-11T17:15:05.730000+01:00,2024-10-11T17:15:05.730000+01:00,Windows 10,Yes,Yes,1,No,N/A,N/A,"{'technical_adjustments': ['Restrict user permissions to limit access to the Lenovo Personal Cloud application.', 'Implement application whitelisting to prevent unauthorized DLLs from being loaded.'], 'immediate_containment': ['Isolate affected systems from the network until further analysis can be performed.'], 'enhanced_monitoring': ['Set up logging and monitoring for unusual activity related to the Lenovo Personal Cloud application.'], 'long_term_risk_management': ['Regularly review and update security policies to include guidelines for handling DLL hijacking vulnerabilities.'], 'attack_vectors': ['Local attackers may exploit this vulnerability by placing a malicious DLL in the application directory.'], 'alternative_solutions': ['Consider using alternative cloud solutions that do not have known vulnerabilities.'], 'security_best_practices': ['Conduct regular security training for users to recognize potential threats.', 'Keep all software up to date with the latest security patches.']}",Yes
CVE-2024-33579,2024-10-11T17:15:05.523000+01:00,2024-10-11T17:15:05.523000+01:00,Windows All versions,No,Yes,1,No,N/A,N/A,"{'recommendations': ['Restrict user permissions to limit access to the affected application.', 'Implement application whitelisting to prevent unauthorized DLLs from being loaded.', 'Regularly monitor and audit system logs for unusual activity related to the application.', 'Educate users about the risks of executing untrusted applications and files.', 'Consider using endpoint protection solutions that can detect and block suspicious behavior.'], 'technical_adjustments': ['Disable unnecessary services that may interact with the vulnerable application.', 'Configure security settings to limit the execution of untrusted code.'], 'immediate_containment': ['Isolate affected systems from the network until a patch is available.'], 'long_term_risk_management': ['Develop a security policy that includes regular updates and patch management for all software.'], 'attack_vectors': ['Local attackers exploiting the DLL hijack to execute arbitrary code with elevated privileges.'], 'additional_best_practices': ['Regularly update all software to the latest versions to mitigate known vulnerabilities.', 'Conduct vulnerability assessments and penetration testing to identify and remediate weaknesses.']}",Yes
CVE-2024-33578,2024-10-11T17:15:05.277000+01:00,2024-10-11T17:15:05.277000+01:00,Windows All versions,No,Yes,1,No,N/A,N/A,"{'technical_adjustments': ['Restrict user permissions to limit access to the affected application.', 'Implement application whitelisting to prevent unauthorized DLLs from being loaded.'], 'immediate_containment': ['Isolate affected systems from the network until a patch is available.'], 'enhanced_monitoring': ['Set up logging and monitoring for unusual activity related to the Lenovo Leyun application.'], 'long_term_risk_management': ['Review and update security policies to include regular vulnerability assessments and patch management processes.'], 'attack_vectors': ['Local attackers may exploit the DLL hijack vulnerability to execute arbitrary code with elevated privileges.'], 'alternative_solutions': ['Consider using alternative applications that do not have known vulnerabilities.', 'Regularly update all software to the latest versions to mitigate risks.'], 'security_best_practices': ['Conduct regular security training for users to recognize potential threats.', 'Implement a robust incident response plan to address potential exploitation of vulnerabilities.']}",Yes
CVE-2024-8755,2024-10-11T16:15:06.150000+01:00,2024-10-11T16:15:06.150000+01:00,Linux 7.2.55.0 to 7.2.60.1,Yes,Yes,1,No,N/A,N/A,"{'recommendations': ['Implement strict input validation to prevent OS Command Injection.', 'Utilize a Web Application Firewall (WAF) to filter and monitor HTTP requests.', 'Regularly audit and monitor systems for unusual activity or unauthorized access.', 'Isolate affected systems from the network until a patch is available.', 'Educate users on the risks of improper input handling and secure coding practices.'], 'technical_adjustments': ['Configure application firewalls to block suspicious command execution attempts.', 'Limit user permissions to reduce the impact of potential exploitation.'], 'immediate_containment': ['Disable any unnecessary services that may be exploited through this vulnerability.', 'Implement network segmentation to limit access to critical systems.'], 'long_term_risk_management': ['Establish a regular patch management process to ensure timely updates.', 'Review and update security policies to include input validation as a standard practice.'], 'attack_vectors': ['Exploitation through user input fields that do not properly validate or sanitize input.', 'Potential for remote command execution if the vulnerability is exploited.'], 'alternative_solutions': ['Consider using alternative load balancing solutions that do not have this vulnerability.', 'Implement temporary access controls to limit exposure until a patch is available.'], 'security_best_practices': ['Conduct regular security training for developers on secure coding practices.', 'Perform penetration testing to identify and remediate vulnerabilities proactively.']}",Yes
CVE-2024-47875,2024-10-11T16:15:05.860000+01:00,2024-10-11T16:15:05.860000+01:00,Windows Latest,Yes,Yes,1,Yes,https://github.com/cure53/DOMPurify/commit/0ef5e537a514f904b6aa1d7ad9e749e365d7185f,2024-10-11,N/A,No
CVE-2023-42133,2024-10-11T14:15:15.190000+01:00,2024-10-11T14:15:15.190000+01:00,Android All versions below 11.1.61_20240226,Yes,Yes,1,Yes,https://cert.pl/en/posts/2024/10/CVE-2023-42133,2024-10-11,N/A,No
CVE-2024-9822,2024-10-11T04:15:10.967000+01:00,2024-10-11T04:15:10.967000+01:00,N/A,No,Yes,1,No,N/A,N/A,"{'recommendations': ['Uninstall the Pedalo Connector plugin if it is not essential for your operations.', 'Implement a Web Application Firewall (WAF) to help filter and monitor HTTP traffic to and from your web application.', 'Restrict access to the WordPress admin area by IP address or use two-factor authentication for added security.', 'Regularly audit user accounts and permissions to ensure that only authorized users have administrative access.', 'Monitor logs for any unauthorized access attempts and set up alerts for suspicious activities.', 'Consider using alternative plugins that provide similar functionality but do not have known vulnerabilities.'], 'technical_adjustments': [""Disable the 'login_admin_user' function if possible or restrict its access to authenticated users only."", 'Review and tighten the security settings of your WordPress installation.'], 'long_term_risk_management': ['Establish a regular update schedule for all plugins and themes to ensure vulnerabilities are patched promptly.', 'Conduct periodic security assessments and penetration testing to identify and mitigate potential vulnerabilities.']}",Yes
CVE-2024-9818,2024-10-11T00:15:03.680000+01:00,2024-10-11T00:15:03.680000+01:00,"Windows 10, Linux Ubuntu 20.04, macOS 10.15.7",Yes,Yes,1,No,N/A,N/A,"{'recommendations': ['Use prepared statements and parameter binding to prevent SQL injection.', 'Implement strict input validation and filtering for user inputs.', 'Minimize database user permissions to the least necessary for operations.', 'Conduct regular security audits to identify and fix vulnerabilities promptly.'], 'technical_adjustments': [""Update the code in 'manage_category.php' to use parameterized queries."", 'Ensure that the database connection uses a user with limited permissions.'], 'immediate_containment': ['Isolate the affected system from the network until a fix is applied.', 'Monitor logs for any unauthorized access attempts.'], 'long_term_risk_management': ['Establish a security policy that includes regular code reviews and vulnerability assessments.', 'Train developers on secure coding practices to prevent similar vulnerabilities.'], 'attack_vectors': [""SQL injection through the 'id' parameter in the 'manage_category.php' file."", 'Potential data leakage and unauthorized database access.'], 'alternative_solutions': ['Consider using a Web Application Firewall (WAF) to filter out malicious requests.', 'Implement rate limiting on sensitive endpoints to reduce the risk of automated attacks.'], 'security_best_practices': ['Regularly update all software components to their latest versions.', 'Use security headers to protect against common web vulnerabilities.']}",Yes
CVE-2024-9817,2024-10-11T00:15:03.410000+01:00,2024-10-11T00:15:03.410000+01:00,"Windows 10, Linux Ubuntu 20.04, macOS 10.15.7",Yes,Yes,1,No,N/A,N/A,"{'recommendations': ['Implement input validation to sanitize user inputs, especially for the $name parameter in update.php.', 'Use prepared statements or parameterized queries to prevent SQL injection attacks.', 'Deploy a Web Application Firewall (WAF) to filter and monitor HTTP requests.', 'Regularly audit your codebase for vulnerabilities and apply security best practices.', 'Monitor logs for unusual activity and set up alerts for potential SQL injection attempts.', 'Educate developers on secure coding practices to prevent similar vulnerabilities in the future.'], 'technical_adjustments': ['Modify the SQL query in update.php to use prepared statements.', 'Ensure that the database user has the least privileges necessary to limit potential damage from an exploit.'], 'immediate_containment': ['Isolate the affected application from the network until a fix can be applied.', 'Disable the update.php endpoint temporarily if possible.'], 'long_term_risk_management': ['Establish a regular patch management process to keep software up to date.', 'Implement a security policy that includes regular vulnerability assessments.'], 'attack_vectors': ['The vulnerability allows remote attackers to execute arbitrary SQL commands via the $name parameter.', 'Potential consequences include unauthorized access to sensitive data and database manipulation.'], 'alternative_solutions': ['Consider using a different blood bank management system that has been vetted for security.', 'If immediate patching is not possible, restrict access to the application to trusted IP addresses.'], 'security_best_practices': ['Conduct regular security training for developers and staff.', 'Utilize version control systems to track changes and identify vulnerabilities quickly.']}",Yes
CVE-2024-47872,2024-10-11T00:15:03.303000+01:00,2024-10-11T00:15:03.303000+01:00,N/A,No,Yes,1,Yes,https://github.com/gradio-app/gradio/security/advisories/GHSA-gvv6-33j7-884g,2024-10-11,N/A,No
CVE-2024-47871,2024-10-11T00:15:03.187000+01:00,2024-10-11T00:15:03.187000+01:00,N/A,No,Yes,1,Yes,https://github.com/gradio-app/gradio/security/advisories/GHSA-279j-x4gx-hfrh,2024-10-11,N/A,No
CVE-2024-47870,2024-10-11T00:15:03.070000+01:00,2024-10-11T00:15:03.070000+01:00,N/A,No,Yes,1,Yes,https://github.com/gradio-app/gradio/security/advisories/GHSA-xh2x-3mrm-fwqm,2024-10-11,N/A,No
CVE-2024-47869,2024-10-11T00:15:02.930000+01:00,2024-10-11T00:15:02.930000+01:00,N/A,No,Yes,1,Yes,https://github.com/gradio-app/gradio/security/advisories/GHSA-j757-pf57-f8r4,2024-10-11,N/A,No
CVE-2024-47868,2024-10-11T00:15:02.797000+01:00,2024-10-11T00:15:02.797000+01:00,N/A,No,Yes,1,Yes,https://github.com/gradio-app/gradio/security/advisories/GHSA-4q3c-cj7g-jcwf,2024-10-11,N/A,No
CVE-2024-47867,2024-10-11T00:15:02.640000+01:00,2024-10-11T00:15:02.640000+01:00,N/A,No,Yes,1,Yes,https://github.com/gradio-app/gradio/security/advisories/GHSA-8c87-gvhj-xm8m,2024-10-11,N/A,No
CVE-2024-9816,2024-10-10T23:15:12.230000+01:00,2024-10-10T23:15:12.230000+01:00,"Windows 10, Linux Ubuntu 20.04, macOS 10.15.7",Yes,Yes,0,No,N/A,N/A,"{'recommendations': ['Implement strict input validation on file uploads to ensure only allowed file types are processed.', 'Use a Web Application Firewall (WAF) to filter and monitor HTTP requests for malicious payloads.', 'Regularly audit the application for vulnerabilities and apply security patches as they become available.', 'Isolate the affected application from critical systems to limit potential damage in case of exploitation.', 'Monitor logs for unusual activity related to file uploads and access to the /admin/change-image.php endpoint.', 'Consider replacing the affected application with a more secure alternative if no patch is available.'], 'technical_adjustments': ['Modify the file upload handling code to include checks for file type and size before processing.', 'Implement a secure directory for file uploads that restricts execution of uploaded files.'], 'long_term_risk_management': ['Establish a regular security review process to identify and remediate vulnerabilities.', 'Train developers on secure coding practices to prevent similar vulnerabilities in the future.']}",Yes
CVE-2024-9815,2024-10-10T23:15:11.917000+01:00,2024-10-10T23:15:11.917000+01:00,"Windows 10, Linux Ubuntu 20.04, macOS 10.15.7",Yes,Yes,0,No,N/A,N/A,"['Implement input validation on file uploads to restrict allowed file types and sizes.', 'Use a Web Application Firewall (WAF) to filter and monitor HTTP requests for malicious payloads.', ""Regularly audit the '/admin/create-package.php' file and other related files for security vulnerabilities."", 'Isolate the application environment to limit the impact of potential exploits.', ""Monitor server logs for unusual activity related to file uploads and access to the '/admin/create-package.php' endpoint."", 'Consider replacing the affected product with a more secure alternative if no patch is available.']",Yes
CVE-2024-9814,2024-10-10T23:15:11.570000+01:00,2024-10-10T23:15:11.570000+01:00,N/A,No,Yes,1,No,N/A,N/A,"{'recommendations': ['Use prepared statements and parameter binding to prevent SQL injection.', 'Implement strict input validation and filtering to ensure user input conforms to expected formats.', 'Minimize database user permissions to the least necessary for operations.', 'Conduct regular security audits of code and systems to identify and fix vulnerabilities promptly.', 'Monitor for suspicious activity and implement a Web Application Firewall (WAF) to filter malicious requests.'], 'technical_adjustments': [""Refactor the code in 'product/update.php' to use parameterized queries."", 'Review and adjust database user permissions to limit access.'], 'immediate_containment': ['Isolate the affected system from the network until a fix is applied.'], 'long_term_risk_management': ['Establish a security policy that includes regular updates and patch management.'], 'attack_vectors': [""The vulnerability allows remote attackers to execute unauthorized SQL commands via the 'id' parameter.""], 'alternative_solutions': ['Consider using alternative pharmacy management systems that are not affected by this vulnerability.'], 'security_best_practices': ['Regularly update all software components and dependencies.', 'Educate developers on secure coding practices.']}",Yes
CVE-2024-9487,2024-10-10T23:15:11.357000+01:00,2024-10-10T23:15:11.357000+01:00,"Linux Ubuntu 20.04, Windows Windows Server 2019, macOS macOS 11",Yes,Yes,1,Yes,https://docs.github.com/en/enterprise-server@3.11/admin/release-notes#3.11.16,2024-10-10,N/A,No
CVE-2024-47168,2024-10-10T23:15:11.173000+01:00,2024-10-10T23:15:11.173000+01:00,N/A,No,Yes,1,Yes,https://github.com/gradio-app/gradio/security/advisories/GHSA-hm3c-93pg-4cxw,2024-10-10,N/A,No
CVE-2024-47167,2024-10-10T23:15:11+01:00,2024-10-10T23:15:11+01:00,N/A,No,Yes,1,Yes,https://github.com/gradio-app/gradio/security/advisories/GHSA-576c-3j53-r9jj,2024-10-10,N/A,No
CVE-2024-47166,2024-10-10T23:15:10.833000+01:00,2024-10-10T23:15:10.833000+01:00,N/A,No,Yes,1,Yes,https://github.com/gradio-app/gradio/security/advisories/GHSA-37qc-qgx6-9xjv,2024-10-10,N/A,No
CVE-2024-47165,2024-10-10T23:15:10.680000+01:00,2024-10-10T23:15:10.680000+01:00,N/A,No,Yes,1,Yes,https://github.com/gradio-app/gradio/security/advisories/GHSA-89v2-pqfv-c5r9,2024-10-10,N/A,No
CVE-2024-47164,2024-10-10T23:15:10.437000+01:00,2024-10-10T23:15:10.437000+01:00,N/A,No,Yes,1,Yes,https://github.com/gradio-app/gradio/security/advisories/GHSA-77xq-6g77-h274,2024-10-10,N/A,No
CVE-2024-47084,2024-10-10T23:15:10.263000+01:00,2024-10-10T23:15:10.263000+01:00,N/A,No,Yes,1,Yes,https://github.com/gradio-app/gradio/security/advisories/GHSA-3c67-5hwx,2024-10-10,N/A,No
